/home/albert/Pictures/IMG/center_2020_12_12_19_40_09_967.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_09_967.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_09_967.jpg,0,0,0,3.321202E-07
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_039.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_039.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_039.jpg,0,0,0,1.131667E-06
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_109.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_109.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_109.jpg,0,0,0,2.108539E-05
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_177.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_177.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_177.jpg,0,0,0,1.031294E-05
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_246.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_246.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_246.jpg,0,0,0,4.928183E-06
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_315.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_315.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_315.jpg,0,0,0,2.288942E-05
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_385.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_385.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_385.jpg,0,0,0,2.966116E-06
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_454.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_454.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_454.jpg,0,0,0,1.327151E-05
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_524.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_524.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_524.jpg,0,0,0,1.085116E-05
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_594.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_594.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_594.jpg,0,0.1091695,0,0.003996614
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_666.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_666.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_666.jpg,0,0.3469348,0,0.2786031
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_737.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_737.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_737.jpg,0,0.1692867,0,0.4720615
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_809.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_809.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_809.jpg,0,0.1114712,0,0.538019
/home/albert/Pictures/IMG/center_2020_12_12_19_40_10_883.jpg,/home/albert/Pictures/IMG/left_2020_12_12_19_40_10_883.jpg,/home/albert/Pictures/IMG/right_2020_12_12_19_40_10_883.jpg,0,0.2667418,0,0.7802218
